feature_rank,gene_name_norm,gene_name,gene_id,train_prevalence,mean_log2_tpm_train,variance_log2_tpm_train
658,SIX1,SIX1,ENSG00000126778,1.0,3.4970992034540904,2.156000211870089
659,ENO3,ENO3,ENSG00000108515,1.0,2.4366281395142324,2.1553074152773593
660,APLP1,APLP1,ENSG00000105290,1.0,2.685072257987318,2.15392344444278
661,IGF2BP3,IGF2BP3,ENSG00000136231,0.9055555555555556,1.8870152898802537,2.150034676875021
662,ANKRD22,ANKRD22,ENSG00000152766,1.0,3.8360465182346775,2.146682514864883
663,SULF1,SULF1,ENSG00000137573,1.0,5.250853213789157,2.138629837621165
664,ECEL1,ECEL1,ENSG00000171551,0.9166666666666666,1.4608530625744882,2.1374104054082808
665,PKP2,PKP2,ENSG00000057294,1.0,2.6035780604528584,2.1366718015508472
666,ADGRF4,ADGRF4,ENSG00000153294,0.9388888888888889,2.076760189056447,2.134285706904224
667,HAL,HAL,ENSG00000084110,0.9833333333333333,1.9617725778683957,2.134117903221496
668,LYPD6B,LYPD6B,ENSG00000150556,0.9555555555555556,2.0973668242979806,2.1339992064227924
669,C12ORF75,C12orf75,ENSG00000235162,1.0,3.810463849502283,2.1302070296433335
670,HCAR2,HCAR2,ENSG00000182782,1.0,2.8587369402062888,2.1294622621471286
671,IRX6,IRX6,ENSG00000159387,0.8722222222222222,1.7810521363267415,2.1280613274167557
672,HES6,HES6,ENSG00000144485,1.0,4.274158957215697,2.1273764047961365
673,SFRP1,SFRP1,ENSG00000104332,0.9666666666666667,1.641311211055731,2.126546458175984
674,H2BC4,H2BC4,ENSG00000180596,1.0,4.04579052250404,2.1261817396705456
675,SLC44A5,SLC44A5,ENSG00000137968,0.9166666666666666,2.4128301843976034,2.1255392822610326
676,ANXA1,ANXA1,ENSG00000135046,1.0,7.548325477295293,2.1244792823486414
677,SYBU,SYBU,ENSG00000147642,0.9972222222222222,3.17743739613602,2.123395462179167
678,CCNP,CCNP,ENSG00000105219,0.9694444444444444,2.126369587552728,2.1227305659972884
679,CD24,CD24,ENSG00000272398,1.0,7.706016823325494,2.121565538670907
680,PANX2,PANX2,ENSG00000073150,1.0,3.5891311781133735,2.1203257350958657
681,MDK,MDK,ENSG00000110492,1.0,8.34614047253971,2.118300001783718
682,TOP2A,TOP2A,ENSG00000131747,1.0,5.352880245169774,2.1164493002047986
683,GPD1,GPD1,ENSG00000167588,1.0,1.9714910462602755,2.1148988872011447
684,C5,C5,ENSG00000106804,1.0,3.333918115431721,2.114799863222906
685,MAMDC2,MAMDC2,ENSG00000165072,0.9972222222222222,2.6883968228495774,2.113763008371579
686,GPIHBP1,GPIHBP1,ENSG00000277494,0.9916666666666667,2.297925945203978,2.1124401385067815
687,THBS4,THBS4,ENSG00000113296,0.9861111111111112,1.7101993215789444,2.110177751186792
688,CSF3R,CSF3R,ENSG00000119535,1.0,3.935523339934479,2.108999821850892
689,SLC6A20,SLC6A20,ENSG00000163817,0.8777777777777778,1.8653011643610147,2.105613543480205
690,MYCN,MYCN,ENSG00000134323,0.9472222222222222,1.3534676158973655,2.1029050921466346
691,FA2H,FA2H,ENSG00000103089,1.0,4.016867685547024,2.1012901893725426
692,IL6,IL6,ENSG00000136244,1.0,2.7098808504594505,2.1010571569253758
693,PODNL1,PODNL1,ENSG00000132000,1.0,2.9911716758185114,2.097152907045365
694,IFI44L,IFI44L,ENSG00000137959,1.0,3.292722497069724,2.0967052919455025
695,STUM,STUM,ENSG00000203685,0.85,1.322912075682038,2.0954583318739
696,CAMK2N1,CAMK2N1,ENSG00000162545,1.0,5.118442509067457,2.0928852820358106
697,PIFO,PIFO,ENSG00000173947,0.9972222222222222,3.289266496032072,2.0911487200501893
698,STRA6,STRA6,ENSG00000137868,0.9638888888888889,2.2439022182584596,2.0898806397169145
699,VANGL2,VANGL2,ENSG00000162738,1.0,3.3749991897470686,2.0895950955497877
700,BMP2,BMP2,ENSG00000125845,1.0,4.07267322173673,2.0868364682530434
701,HHIP,HHIP,ENSG00000164161,0.8527777777777777,1.8007204731117752,2.0856370699620266
702,ANLN,ANLN,ENSG00000011426,1.0,4.045156910468851,2.0836232788085525
703,ADORA1,ADORA1,ENSG00000163485,0.9944444444444445,2.439184022157117,2.08293573365909
704,COL7A1,COL7A1,ENSG00000114270,0.9972222222222222,2.3686883119516153,2.0827992435288296
705,SULT1C2,SULT1C2,ENSG00000198203,0.9777777777777777,2.4854709760676856,2.081328508143791
706,CCDC17,CCDC17,ENSG00000159588,0.9972222222222222,2.0841736438976928,2.080483556004
707,PRR15L,PRR15L,ENSG00000167183,1.0,6.663697619685042,2.0804238989689754
708,RET,RET,ENSG00000165731,0.9888888888888889,1.3470986014873798,2.0798516000811116
709,FGFR4,FGFR4,ENSG00000160867,0.9972222222222222,3.012000116960172,2.0771941036240285
710,TFCP2L1,TFCP2L1,ENSG00000115112,1.0,4.116945029119498,2.0771639466354013
711,BMP5,BMP5,ENSG00000112175,0.9833333333333333,3.19501094722585,2.070295274658702
712,NPIPB15,NPIPB15,ENSG00000196436,0.9111111111111111,2.2628488850137205,2.0695307282725643
713,SHE,SHE,ENSG00000169291,1.0,2.944002303437478,2.0694608474162117
714,MALL,MALL,ENSG00000144063,1.0,4.6107760697977085,2.0675583595744826
715,HLA-DQA1,HLA-DQA1,ENSG00000196735,1.0,6.580864568735202,2.064781281687175
716,GSDMC,GSDMC,ENSG00000147697,0.9972222222222222,2.5473259611191743,2.063610219942043
717,CILP2,CILP2,ENSG00000160161,0.9972222222222222,2.714275934940554,2.062454399445911
718,SLC16A1,SLC16A1,ENSG00000155380,1.0,3.3966782860034983,2.0583288001033653
719,HKDC1,HKDC1,ENSG00000156510,1.0,3.5311425257891886,2.0576164185132106
720,TRIM16L,TRIM16L,ENSG00000108448,1.0,2.8992248975832107,2.0575162915793324
721,SLCO4C1,SLCO4C1,ENSG00000173930,0.9944444444444445,2.9695909656069572,2.056287618670756
722,GNLY,GNLY,ENSG00000115523,1.0,3.4045643366112066,2.0556679113173724
723,FAM166B,FAM166B,ENSG00000215187,1.0,2.0477213956414317,2.0556452492517217
724,IGFBP6,IGFBP6,ENSG00000167779,1.0,4.365532506150288,2.0531732198596018
725,EDN1,EDN1,ENSG00000078401,1.0,4.965192847248938,2.052945866757542
726,ATP10B,ATP10B,ENSG00000118322,0.9444444444444444,1.7947319073424146,2.0497467191878225
727,ODC1,ODC1,ENSG00000115758,1.0,7.429782947220633,2.048940728857904
728,ABCC3,ABCC3,ENSG00000108846,1.0,6.000288026858507,2.0482426091806865
729,AKAP12,AKAP12,ENSG00000131016,1.0,3.5629647606067,2.0479171407031846
730,EGFR,EGFR,ENSG00000146648,1.0,5.050893566469283,2.046567047982991
731,AMOT,AMOT,ENSG00000126016,1.0,3.0580493775205646,2.0458296902759403
732,CKB,CKB,ENSG00000166165,1.0,6.716615076687627,2.0456630779277365
733,PLA2G4F,PLA2G4F,ENSG00000168907,0.9861111111111112,2.6640315208973675,2.0454968561725533
734,GPRC5A,GPRC5A,ENSG00000013588,1.0,7.590849496889234,2.0437184820998824
735,PLXNB3,PLXNB3,ENSG00000198753,0.9833333333333333,2.843606501575024,2.042946889601227
736,RNF212,RNF212,ENSG00000178222,0.9805555555555555,2.5887476613582163,2.042480826750524
737,CFTR,CFTR,ENSG00000001626,0.9416666666666667,2.3404177347058686,2.039756161189525
738,FAM167A,FAM167A,ENSG00000154319,0.9972222222222222,2.7806911524035405,2.037883092469604
739,SCARA5,SCARA5,ENSG00000168079,0.9305555555555556,1.7577190823311544,2.0375778413616414
740,OSGIN1,OSGIN1,ENSG00000140961,1.0,3.254569524365895,2.0361346441651653
741,ANKRD29,ANKRD29,ENSG00000154065,0.9972222222222222,2.763216596527778,2.0360180491370126
742,CCL22,CCL22,ENSG00000102962,1.0,3.5410220008046522,2.035516641274664
743,F3,F3,ENSG00000117525,1.0,6.634641373251171,2.0350783767491096
744,TBX15,TBX15,ENSG00000092607,0.9861111111111112,2.3744097901023147,2.0345289046260358
745,ABO,ABO,ENSG00000175164,0.9888888888888889,3.828398794858619,2.0345196294549606
746,LIF,LIF,ENSG00000128342,1.0,4.325144264728433,2.0309437024576322
747,AMN,AMN,ENSG00000166126,0.9888888888888889,2.485377972788783,2.028743192829734
748,IFIT1,IFIT1,ENSG00000185745,1.0,4.206066352917335,2.024691906393029
749,RPL39L,RPL39L,ENSG00000163923,1.0,4.975471589154927,2.0245756330746936
750,VEPH1,VEPH1,ENSG00000197415,0.9861111111111112,2.479998633319367,2.0233451975963566
751,CD163,CD163,ENSG00000177575,1.0,5.191139463954888,2.022038471722107
752,IL1RL1,IL1RL1,ENSG00000115602,0.9583333333333334,1.6056816582815263,2.0208904792287963
753,FBXO2,FBXO2,ENSG00000116661,1.0,3.7615321203171233,2.020040831591182
754,PCOLCE2,PCOLCE2,ENSG00000163710,0.9888888888888889,2.362977056403409,2.0194451736117935
755,CBR1,CBR1,ENSG00000159228,1.0,6.503477720114779,2.0191021750921148
756,ID1,ID1,ENSG00000125968,1.0,6.719644211057995,2.018070220430318
757,BMP7,BMP7,ENSG00000101144,0.95,1.7466622188287209,2.013507145566254
758,SERPINF2,SERPINF2,ENSG00000167711,1.0,4.252292543140716,2.0129839371260445
759,MT2A,MT2A,ENSG00000125148,1.0,8.317188168781168,2.0119032196430084
760,SLC1A1,SLC1A1,ENSG00000106688,1.0,3.6605546177989665,2.0097157422716694
761,MSI1,MSI1,ENSG00000135097,0.9611111111111111,1.5438554036244616,2.006003759443798
762,SP5,SP5,ENSG00000204335,0.9777777777777777,2.3866513272768404,2.0054126261422853
763,SEMA3A,SEMA3A,ENSG00000075213,1.0,2.390948307533442,2.00492147234848
764,FMO2,FMO2,ENSG00000094963,0.9972222222222222,3.7076802605737926,2.0042579017105973
765,SLC7A5,SLC7A5,ENSG00000103257,1.0,5.780119072731866,2.0029965114018045
766,FSCN1,FSCN1,ENSG00000075618,1.0,6.091879578082311,2.002473666543969
767,MLLT11,MLLT11,ENSG00000213190,1.0,2.585187526218263,2.000078852420617
768,C2ORF72,C2orf72,ENSG00000204128,0.9416666666666667,1.7009148161071779,1.999527321038267
769,LRRC46,LRRC46,ENSG00000141294,0.9972222222222222,2.4404428074597937,1.9973152330459745
770,CPXM2,CPXM2,ENSG00000121898,1.0,3.4669502015740825,1.9963824581454115
771,TUSC3,TUSC3,ENSG00000104723,1.0,4.4478525226298675,1.9963041675209499
772,PKIB,PKIB,ENSG00000135549,1.0,3.1748330880162157,1.993563044705605
773,MFSD6L,MFSD6L,ENSG00000185156,0.9638888888888889,2.4128118959666227,1.9915094816891503
774,ALPK3,ALPK3,ENSG00000136383,1.0,3.5672060059056325,1.9889576278798984
775,ELF5,ELF5,ENSG00000135374,0.9555555555555556,2.354939298241293,1.985954228643766
776,ANOS1,ANOS1,ENSG00000011201,1.0,3.6767983253887118,1.984694242799715
777,IBSP,IBSP,ENSG00000029559,0.85,1.616604312911147,1.9829411099201435
778,AC136428.1,AC136428.1,ENSG00000259680,0.9305555555555556,2.264257805804241,1.982642116622132
779,GALNT5,GALNT5,ENSG00000136542,1.0,3.412005135805877,1.9817623928251589
780,DUSP1,DUSP1,ENSG00000120129,1.0,8.57597478689334,1.981113965460071
781,YBX2,YBX2,ENSG00000006047,0.8972222222222223,1.7081865100418459,1.9787219530757063
782,RAB27B,RAB27B,ENSG00000041353,1.0,4.026031432432601,1.9774342119990809
783,AHCYL2,AHCYL2,ENSG00000158467,1.0,5.734194437857327,1.977146114764678
784,IGF2BP2,IGF2BP2,ENSG00000073792,1.0,3.647272027446963,1.9745807517334535
785,MEX3A,MEX3A,ENSG00000254726,1.0,3.340272587682956,1.9735785819446754
786,FLNC,FLNC,ENSG00000128591,1.0,2.602142149306408,1.9726351150778931
787,IRX3,IRX3,ENSG00000177508,1.0,5.277159982444779,1.9704065501544716
788,ASPN,ASPN,ENSG00000106819,1.0,4.863326148505034,1.9691782871156134
789,IRX5,IRX5,ENSG00000176842,0.9916666666666667,3.758538065735665,1.9683530576886838
790,GZMB,GZMB,ENSG00000100453,1.0,4.052063726232459,1.9680801636096732
791,SBK1,SBK1,ENSG00000188322,1.0,3.8130548347984736,1.9656038482782332
792,ITGA11,ITGA11,ENSG00000137809,1.0,3.18200525377068,1.9652585531814193
793,KCNMB4,KCNMB4,ENSG00000135643,1.0,2.9302268381784193,1.9635634511894453
794,SPNS2,SPNS2,ENSG00000183018,1.0,4.13514797059473,1.9633270707219663
795,CFAP45,CFAP45,ENSG00000213085,1.0,2.480225945051423,1.9632676717713575
796,TPSD1,TPSD1,ENSG00000095917,0.8916666666666667,2.154943400573036,1.959818656265248
797,ITGB6,ITGB6,ENSG00000115221,1.0,5.879584819850236,1.958052243895848
798,OGN,OGN,ENSG00000106809,0.9777777777777777,2.004605683885458,1.9578297813623489
799,DIRAS1,DIRAS1,ENSG00000176490,0.9944444444444445,2.1529219884858146,1.9563758575859493
800,FAM81B,FAM81B,ENSG00000153347,0.9638888888888889,2.1067206349185366,1.955853536016741
801,PROM2,PROM2,ENSG00000155066,1.0,5.13432890260674,1.9546433014288178
802,TNFRSF18,TNFRSF18,ENSG00000186891,1.0,3.8285447435066846,1.9540935256448122
803,SLC4A4,SLC4A4,ENSG00000080493,1.0,3.1944888398431046,1.952129787989222
804,FBXL16,FBXL16,ENSG00000127585,0.9944444444444445,2.717586761956983,1.9513421926229195
805,BASP1,BASP1,ENSG00000176788,1.0,6.359280996556206,1.9503549002384213
806,PHYHD1,PHYHD1,ENSG00000175287,1.0,3.5198413226523484,1.949824768004154
807,ICAM1,ICAM1,ENSG00000090339,1.0,7.5061565351467,1.949587323102737
808,TMEM163,TMEM163,ENSG00000152128,1.0,3.6765692994718626,1.94768679942894
809,SLC4A11,SLC4A11,ENSG00000088836,1.0,2.7337830599711657,1.947577238911619
810,ANKRD65,ANKRD65,ENSG00000235098,1.0,4.885616128657223,1.94631147815021
811,H3C10,H3C10,ENSG00000278828,1.0,2.9104243407955135,1.9459100654465014
812,CPM,CPM,ENSG00000135678,1.0,5.904453033597783,1.9455890704013254
813,UPK3A,UPK3A,ENSG00000100373,0.9583333333333334,1.6977862166133157,1.9451815826629366
814,CRISPLD1,CRISPLD1,ENSG00000121005,0.9944444444444445,2.532688578547282,1.9432862576466248
815,SPINK13,SPINK13,ENSG00000214510,0.8611111111111112,1.364753351091195,1.9430414697262834
816,KCNH2,KCNH2,ENSG00000055118,0.9944444444444445,2.043165705869196,1.9421612988279393
817,PNMA2,PNMA2,ENSG00000240694,1.0,3.492517430897716,1.9400847786021846
818,ID4,ID4,ENSG00000172201,1.0,3.84749678326349,1.9395410942561842
819,CCNO,CCNO,ENSG00000152669,0.9944444444444445,3.6585554135936467,1.9393173833787951
820,IL33,IL33,ENSG00000137033,1.0,4.261239956448545,1.9385856196023372
821,SIK1B,SIK1B,ENSG00000275993,0.9972222222222222,3.4132654859257068,1.9373231965275113
822,COL14A1,COL14A1,ENSG00000187955,1.0,3.712879687518398,1.9361189803440035
823,AMIGO2,AMIGO2,ENSG00000139211,1.0,5.3513084130529975,1.9350204260359245
824,PFN2,PFN2,ENSG00000070087,1.0,5.656075402546633,1.9343969279226032
825,PDLIM4,PDLIM4,ENSG00000131435,1.0,3.9807025341918094,1.933455428030739
826,RARRES1,RARRES1,ENSG00000118849,1.0,5.027736044673942,1.9333345346086215
827,LOXL4,LOXL4,ENSG00000138131,1.0,3.3557918301415595,1.9331875075522489
828,KCNK1,KCNK1,ENSG00000135750,1.0,4.830854520171028,1.9330484597747597
829,HLA-G,HLA-G,ENSG00000204632,1.0,3.368053915578499,1.9276093498454487
830,KCNK5,KCNK5,ENSG00000164626,1.0,5.3607312973129035,1.9269373223473
831,PROC,PROC,ENSG00000115718,0.9944444444444445,1.8851425894208482,1.926927036159374
832,ADRB1,ADRB1,ENSG00000043591,0.9583333333333334,1.9778308440144352,1.9212668739278058
833,ADAMTS8,ADAMTS8,ENSG00000134917,0.975,1.971113471985665,1.9206081633018843
834,GOLT1A,GOLT1A,ENSG00000174567,0.9972222222222222,5.184902683150793,1.9202275175525323
835,MAP1LC3C,MAP1LC3C,ENSG00000197769,0.9916666666666667,2.3631279960188505,1.9188607373136404
836,LPAR3,LPAR3,ENSG00000171517,0.9555555555555556,2.039820825211682,1.9172028486650912
837,RAB7B,RAB7B,ENSG00000276600,1.0,4.029798308618732,1.9171680268097682
838,WNT10A,WNT10A,ENSG00000135925,0.9944444444444445,2.2426910828837636,1.9142114545522706
839,BCAT1,BCAT1,ENSG00000060982,1.0,3.9992293222402875,1.9120635470673992
840,AK4,AK4,ENSG00000162433,0.9972222222222222,3.080993174593609,1.91191599241446
841,ETV4,ETV4,ENSG00000175832,1.0,4.932614617379083,1.9081742915136057
842,COL5A1,COL5A1,ENSG00000130635,1.0,6.045360937501674,1.9069705814548048
843,STC1,STC1,ENSG00000159167,1.0,3.960409677872909,1.9068549113233602
844,PHGDH,PHGDH,ENSG00000092621,1.0,3.040287078355107,1.9066511016449177
845,POSTN,POSTN,ENSG00000133110,1.0,6.719648605769284,1.9055932089761232
846,ADM,ADM,ENSG00000148926,1.0,4.396312719369595,1.9038923124643992
847,COL1A2,COL1A2,ENSG00000164692,1.0,8.612399491817552,1.9033453210598619
848,CACHD1,CACHD1,ENSG00000158966,1.0,3.0824725081819713,1.9032029201277554
849,NR4A2,NR4A2,ENSG00000153234,1.0,4.2400319358897525,1.9019528446893106
850,LAMB3,LAMB3,ENSG00000196878,1.0,7.670262330829857,1.9002257799237312
851,SUSD4,SUSD4,ENSG00000143502,1.0,3.090538700087537,1.8962710517336636
852,ARNTL2,ARNTL2,ENSG00000029153,1.0,3.342762045507677,1.8959757092974008
853,PHLDA2,PHLDA2,ENSG00000181649,1.0,6.243850327763414,1.894211802114365
854,WFDC10B,WFDC10B,ENSG00000182931,0.9777777777777777,2.173106782142064,1.8917512100458376
855,ERP27,ERP27,ENSG00000139055,1.0,4.214816688698153,1.890913612582541
856,PPBP,PPBP,ENSG00000163736,0.8666666666666667,1.4596881169535207,1.8898828431194503
857,UBXN10,UBXN10,ENSG00000162543,1.0,3.556294443034954,1.8893222304889814
858,SGPP2,SGPP2,ENSG00000163082,1.0,6.2965651631252335,1.8881656569388765
859,CABCOCO1,CABCOCO1,ENSG00000183346,0.9666666666666667,1.874893694113771,1.88809422738906
860,DNALI1,DNALI1,ENSG00000163879,1.0,4.0585627143111855,1.8879582290454382
861,CGREF1,CGREF1,ENSG00000138028,0.975,1.8795730221805946,1.8863866738077337
862,LARGE2,LARGE2,ENSG00000165905,1.0,4.738096394053658,1.8861839587148364
863,GALNT6,GALNT6,ENSG00000139629,1.0,4.509850560147742,1.8861268202045116
864,APOBEC3B,APOBEC3B,ENSG00000179750,0.9916666666666667,2.746365284175053,1.8860364079631469
865,ICAM5,ICAM5,ENSG00000105376,0.9972222222222222,2.7412800985168606,1.8827846396325973
866,FOXM1,FOXM1,ENSG00000111206,1.0,3.748904912963502,1.8816367569966754
867,PRSS22,PRSS22,ENSG00000005001,1.0,4.88287777668814,1.8808884146558114
868,HLA-DRB1,HLA-DRB1,ENSG00000196126,1.0,10.754243681646521,1.8796160805524225
869,TDRD10,TDRD10,ENSG00000163239,0.9888888888888889,2.318236065890426,1.8788265579961505
870,HLA-DOA,HLA-DOA,ENSG00000204252,1.0,5.443076011530009,1.8784400650117954
871,TFPI,TFPI,ENSG00000003436,1.0,5.087173613700274,1.8783836822157074
872,SLCO4A1,SLCO4A1,ENSG00000101187,1.0,2.620571435328402,1.8783124963902982
873,SLCO2A1,SLCO2A1,ENSG00000174640,1.0,5.076167977181162,1.8779928555888805
874,MXRA5,MXRA5,ENSG00000101825,1.0,4.922039422027798,1.87748104360336
875,C1QB,C1QB,ENSG00000173369,1.0,8.623010140663888,1.876554979314838
876,SLC15A2,SLC15A2,ENSG00000163406,1.0,3.5868625620386974,1.87638033412284
877,ADAM12,ADAM12,ENSG00000148848,1.0,2.7315139263701878,1.8761791990164018
878,DLC1,DLC1,ENSG00000164741,1.0,4.023495449885308,1.8753749581027095
879,SPOCK2,SPOCK2,ENSG00000107742,1.0,5.022958408149481,1.8744122773845608
880,APOC1,APOC1,ENSG00000130208,1.0,6.187558965976983,1.8740721099002562
881,LDOC1,LDOC1,ENSG00000182195,1.0,4.210521610556995,1.8731351576719344
882,PMAIP1,PMAIP1,ENSG00000141682,1.0,4.469412595128103,1.8730589745624016
883,CADM1,CADM1,ENSG00000182985,1.0,4.51488779528096,1.8723559562341787
884,NGEF,NGEF,ENSG00000066248,0.9833333333333333,2.4973462166452784,1.8722081190356958
885,FNDC4,FNDC4,ENSG00000115226,1.0,3.9167932076479732,1.8708822862339867
886,KRT80,KRT80,ENSG00000167767,1.0,5.073296449284854,1.8707404851628777
887,ACY3,ACY3,ENSG00000132744,0.9972222222222222,2.739549480357585,1.870514913445584
888,UNC5CL,UNC5CL,ENSG00000124602,1.0,3.6307755722014443,1.8704934788299568
889,IGFBP3,IGFBP3,ENSG00000146674,1.0,7.270836261193697,1.8703952534590607
890,P2RY6,P2RY6,ENSG00000171631,1.0,3.6219923397209155,1.8696216467176574
891,KYNU,KYNU,ENSG00000115919,1.0,2.1237055948681953,1.869148680080908
892,LPCAT1,LPCAT1,ENSG00000153395,1.0,8.12049370105787,1.8679594897748302
893,KCNQ1,KCNQ1,ENSG00000053918,1.0,4.332152773850485,1.867583724149291
894,BAALC,BAALC,ENSG00000164929,0.9972222222222222,1.7213921351151584,1.8675449525654153
895,TNFRSF17,TNFRSF17,ENSG00000048462,0.9972222222222222,3.0158304252034824,1.867468188904055
896,CAV2,CAV2,ENSG00000105971,1.0,5.087646428881233,1.8663659257391907
897,ALDH1A2,ALDH1A2,ENSG00000128918,0.9888888888888889,1.5762543271217853,1.865029789890453
898,COL4A3,COL4A3,ENSG00000169031,0.9805555555555555,2.619782482405868,1.863940533791367
899,KLF4,KLF4,ENSG00000136826,1.0,4.573686760592429,1.8630535423731684
900,MELK,MELK,ENSG00000165304,1.0,3.541992976513605,1.8621813468131694
901,CYS1,CYS1,ENSG00000205795,1.0,2.492896040107785,1.8576984843391573
902,ISG15,ISG15,ENSG00000187608,1.0,7.736671198536352,1.857130852979867
903,NKG7,NKG7,ENSG00000105374,1.0,4.842741996162646,1.856254342786566
904,DUOX2,DUOX2,ENSG00000140279,0.9305555555555556,1.5930279417830873,1.855799381795036
905,APOE,APOE,ENSG00000130203,1.0,8.335253432061926,1.855652626871887
906,TMEM150C,TMEM150C,ENSG00000249242,1.0,3.775360129052091,1.8553919385322515
907,CBLC,CBLC,ENSG00000142273,1.0,4.8243541401148935,1.8529964064265672
908,ERFE,ERFE,ENSG00000178752,0.975,1.8596347327749276,1.85187788388172
909,SERPINA5,SERPINA5,ENSG00000188488,0.8916666666666667,1.3210309772589526,1.8515472950196028
910,GBP3,GBP3,ENSG00000117226,1.0,4.858183395743806,1.8512444246296171
911,TPPP,TPPP,ENSG00000171368,1.0,3.0789576560319434,1.8506658033346939
912,PRELP,PRELP,ENSG00000188783,1.0,5.165723557080064,1.8486349665613981
913,NGF,NGF,ENSG00000134259,0.9694444444444444,1.9762980012872957,1.8470656861179426
914,H2AC13,H2AC13,ENSG00000196747,0.9666666666666667,1.8655349042080123,1.846713427999852
915,ADGRD1,ADGRD1,ENSG00000111452,1.0,2.700215505356428,1.845547440684823
916,CLGN,CLGN,ENSG00000153132,0.9888888888888889,2.0137717124333223,1.8452461368346735
917,GPRIN2,GPRIN2,ENSG00000204175,0.9916666666666667,3.5138651499320015,1.8449120366949834
918,CCN1,CCN1,ENSG00000142871,1.0,7.000389374682162,1.844376270081792
919,CDCA7,CDCA7,ENSG00000144354,1.0,3.893160261830487,1.84427256742829
920,ADRB2,ADRB2,ENSG00000169252,0.9972222222222222,3.017410031514699,1.843508395886222
921,FUT3,FUT3,ENSG00000171124,0.9972222222222222,4.54099066295895,1.8414403456143689
922,DNAJC22,DNAJC22,ENSG00000178401,0.9944444444444445,2.3361328912921526,1.8414307957734006
923,SEC14L6,SEC14L6,ENSG00000214491,0.9888888888888889,2.379375737705806,1.8388075829283403
924,CD36,CD36,ENSG00000135218,1.0,2.6681897256301013,1.8384789274945177
925,PBK,PBK,ENSG00000168078,1.0,3.3165948548694932,1.8364632366449207
926,CLTRN,CLTRN,ENSG00000147003,1.0,2.1111541872171653,1.8352733230880636
927,VILL,VILL,ENSG00000136059,1.0,2.904128334360791,1.8351094947526694
928,COL5A2,COL5A2,ENSG00000204262,1.0,5.951535414617357,1.8338423904310008
929,BMP4,BMP4,ENSG00000125378,1.0,3.5687293187251203,1.8334599049345435
930,C1ORF189,C1orf189,ENSG00000163263,0.9472222222222222,1.4653609381572772,1.829960179214439
931,EFCAB1,EFCAB1,ENSG00000034239,0.85,1.432012685068305,1.8262011309524422
932,CFAP73,CFAP73,ENSG00000186710,0.9388888888888889,1.4808176584721402,1.825753511636734
933,HOXB2,HOXB2,ENSG00000173917,1.0,3.016058893507671,1.8255246548888815
934,TGFBI,TGFBI,ENSG00000120708,1.0,6.4016602443660116,1.8255087255055056
935,CDKL2,CDKL2,ENSG00000138769,0.9916666666666667,3.018697240290071,1.8252060471288039
936,CTSV,CTSV,ENSG00000136943,1.0,2.16198313799061,1.8235499302024631
937,COLEC12,COLEC12,ENSG00000158270,1.0,3.9194156121517114,1.822594693810737
938,EPDR1,EPDR1,ENSG00000086289,1.0,5.701647634672713,1.8225372471574968
939,B3GNT8,B3GNT8,ENSG00000177191,1.0,3.9593668013541543,1.822384694075466
940,PAX9,PAX9,ENSG00000198807,0.9888888888888889,2.3269223137915604,1.821760917498832
941,S100A4,S100A4,ENSG00000196154,1.0,8.803524353243846,1.821317327018497
942,RTKN2,RTKN2,ENSG00000182010,1.0,2.4529054353557345,1.8190267407501977
943,AOC3,AOC3,ENSG00000131471,1.0,4.970846777604348,1.8177034798178806
944,TSPYL5,TSPYL5,ENSG00000180543,1.0,4.166134947881992,1.8172219624748398
945,HLA-DPA1,HLA-DPA1,ENSG00000231389,1.0,7.9012441897973344,1.816814941062845
946,GOLGA7B,GOLGA7B,ENSG00000155265,0.9944444444444445,3.0674049130151864,1.8148629923919732
947,PGAP4,PGAP4,ENSG00000165152,1.0,2.072691113134639,1.8143420223443347
948,BHLHA15,BHLHA15,ENSG00000180535,1.0,3.1319719224047398,1.81326801725854
949,CCL5,CCL5,ENSG00000271503,1.0,6.31203496509524,1.811080025343791
950,H1-2,H1-2,ENSG00000187837,1.0,7.291568842113577,1.8087612731810558
951,MFSD2A,MFSD2A,ENSG00000168389,1.0,4.77894992113437,1.8074040801036155
952,PTK6,PTK6,ENSG00000101213,1.0,4.584689723189655,1.8063238284771854
953,ATF3,ATF3,ENSG00000162772,1.0,4.982057619581825,1.8057934608371353
954,MROH6,MROH6,ENSG00000204839,1.0,4.643631669080873,1.8050210300190712
955,VPREB3,VPREB3,ENSG00000128218,1.0,2.7937999275614804,1.8049741576538259
956,CBX2,CBX2,ENSG00000173894,1.0,2.920411401632281,1.8045492311722724
957,MISP,MISP,ENSG00000099812,1.0,5.87112972323912,1.8041996369992779
958,AURKB,AURKB,ENSG00000178999,1.0,3.817875097449137,1.8041792845030429
959,CYBB,CYBB,ENSG00000165168,1.0,5.9587038220880935,1.803253817722932
960,HTR1D,HTR1D,ENSG00000179546,0.925,1.700821681133249,1.802406757461259
961,PLOD2,PLOD2,ENSG00000152952,1.0,5.033906199931835,1.801701372978682
962,ACTG2,ACTG2,ENSG00000163017,1.0,3.4920616578029726,1.8000217991097933
963,GDF10,GDF10,ENSG00000266524,0.9666666666666667,1.877580454046196,1.7994214488142366
964,VCAN,VCAN,ENSG00000038427,1.0,4.9951518564846,1.7991016654860563
