gene_name_norm,coefficient,model_importance,importance_type,gdc_abs_log2_fc,gdc_neg_log10_p,gdc_neg_log10_fdr,sample_prevalence_score,expression_evidence_score,network_context_score,geo_component_score,de_priority_gate,degree_gene,weighted_degree_gene,pagerank,betweenness_centrality,pca_1,pca_2,cluster_id,target_score_raw,target_penalty_reason,target_penalty_factor,target_score,target_rank,evidence_level,model_importance_rank
DHRS9,0.009617497608352262,0.009617497608352262,absolute_coefficient,0.7138783717792349,0.5327922516069383,0.4702915241791904,0.6639566395663956,0.16092302207708853,0.02783592742710414,0.2,0.2,508.0,126.88099999999997,5.006069903660935e-05,0.0,-0.6950987130513824,-0.5964317644679044,2,0.1577579655898237,none,1.0,0.1577579655898237,12489,background,82
PLA2G4F,-0.009611068408618039,0.009611068408618039,absolute_coefficient,2.488673454341354,24.052925889330524,22.415992162265315,0.6598915989159891,0.6580977687580182,0.023686163479162338,0.2,1.0,346.0,110.657,4.1149537239808354e-05,7.1087352138307555e-06,-0.45087604569673734,3.364119728686312,3,0.4499022417908657,none,1.0,0.4499022417908657,817,background,83
C5ORF46,0.009599317983358778,0.009599317983358778,absolute_coefficient,1.3675892889659382,7.893174775619174,7.365521950111667,0.6463414634146342,0.47067970433715534,0.006359069998035212,0.2,0.65,142.0,33.676,9.117064070845642e-06,0.0,-1.461100839444641,0.8700116989908655,2,0.33622064869600077,none,1.0,0.33622064869600077,3752,background,84
UNC13D,-0.00959190155995684,0.00959190155995684,absolute_coefficient,0.8989450082057061,13.129948494944092,12.254474918478614,0.6666666666666666,0.41049786797957966,0.022277411783769248,0.2,0.2,420.0,107.8,3.6970867461243435e-05,0.0,-0.7466097503474043,0.8203730897340658,2,0.3024023028799754,none,1.0,0.3024023028799754,5605,background,85
COL1A1,0.009569603637017228,0.009569603637017228,absolute_coefficient,2.8734609417309707,9.089974900271402,8.48840402284216,0.6666666666666666,0.6666666666666666,0.15363112584196562,1.0,1.0,2560.0,742.3249999999997,0.00024200818607651717,0.0008175045495905369,5.644562584707227,2.267656915898065,0,0.6037988476852324,none,1.0,0.6037988476852324,8,high,86
B3GNT3,0.009567196928792028,0.009567196928792028,absolute_coefficient,3.8158662410972433,18.21599862027441,16.972741579008026,0.6666666666666666,0.6666666666666666,0.02923822797091284,1.0,1.0,392.0,113.94099999999999,6.214179869336085e-05,0.0,0.3248278060217103,4.901727914049078,3,0.5764324101536007,none,1.0,0.5764324101536007,84,medium,87
STEAP3,0.009532069405961355,0.009532069405961355,absolute_coefficient,0.6936688473339626,3.2574224667515406,3.004313332331204,0.6666666666666666,0.3776536822401007,0.025578743744786858,0.2,0.2,591.0,163.63600000000002,2.250471686807252e-05,1.4217470427661511e-05,-0.7006756775504506,-0.33865130589237163,2,0.2834979337573623,none,1.0,0.2834979337573623,6545,background,88
KCNMB4,-0.009525089360345318,0.009525089360345318,absolute_coefficient,0.3161086812031404,1.2166640153370334,1.0970585098058883,0.6666666666666666,0.15872530146690544,0.02136388619427606,1.0,0.2,282.0,74.30799999999998,4.982994995998571e-05,0.0,-0.5897656437462029,0.010689164794169504,1,0.27633401917668665,none,1.0,0.27633401917668665,6958,background,89
MACROD2,0.009524393495764043,0.009524393495764043,absolute_coefficient,1.0833733292649834,11.695218243290356,10.920121350423727,0.6626016260162602,0.4373234334993746,0.019397092517813803,0.2,0.65,466.0,111.046,2.3693801243808286e-05,0.0,-0.8061303215491848,0.8739096176902201,2,0.31955145696049764,none,1.0,0.31955145696049764,4582,background,90
CCL24,-0.00951447340543928,0.00951447340543928,absolute_coefficient,2.380838520766697,4.5571649815485715,4.226973179720539,0.6598915989159891,0.641019520741479,0.03275417890261383,0.2,1.0,527.0,161.39000000000004,5.288808395324126e-05,2.369578404610252e-06,-0.32127408777984817,1.3462801403610898,3,0.4419918213344324,none,1.0,0.4419918213344324,904,background,91
AGRP,-0.00950045030701968,0.00950045030701968,absolute_coefficient,2.6361272771002318,11.853567407471237,11.068379214721036,0.6504065040650406,0.6504065040650406,0.04319563448394085,0.6,1.0,641.0,192.80600000000004,7.88444758535304e-05,5.213072490142554e-05,0.47672394740185375,2.6515002725795624,3,0.5092591371474425,none,1.0,0.5092591371474425,361,exploratory,92
TMPRSS4,0.009430782310194038,0.009430782310194038,absolute_coefficient,3.998532176815259,21.02360408456795,19.591208802836203,0.6626016260162602,0.6626016260162602,0.023321158265584754,0.2,1.0,649.0,157.66800000000006,1.654194502552213e-05,0.0,-0.13344079612417142,4.495509789173034,3,0.4525696792086726,none,1.0,0.4525696792086726,767,background,93
KISS1R,-0.009400153665239847,0.009400153665239847,absolute_coefficient,2.194547552325602,56.48868379135518,53.517072968067566,0.14705882352941177,0.1362781489056095,0.02972341676151029,0.2,1.0,398.0,127.344,5.7402257920602644e-05,4.739156809220504e-06,0.19649628773430472,6.222937249457246,3,0.12293341922925635,none,1.0,0.12293341922925635,13856,background,94
PDPN,-0.009387479838761441,0.009387479838761441,absolute_coefficient,0.9771242359920252,27.222358760552297,25.402015612595335,0.6666666666666666,0.42300654442539065,0.043625697874393674,0.0,0.2,1063.0,283.41999999999996,3.664125632787982e-05,0.0,0.4102041254086193,1.8780448385583648,3,0.28059665980653326,none,1.0,0.28059665980653326,6733,background,95
PTGS2,-0.009354497916040058,0.009354497916040058,absolute_coefficient,0.20915478583175476,4.25505980858575,3.9424667358607817,0.6666666666666666,0.30013143239974743,0.15205906199281805,0.2,0.2,2789.0,838.7959999999998,0.00017854820530015426,0.0013862033666969973,4.972457447500172,-1.62724722199734,0,0.2441001628528708,none,1.0,0.2441001628528708,9160,background,96
EPN3,0.00934148846830027,0.00934148846830027,absolute_coefficient,2.301719937000617,13.185563427101487,12.305033073161209,0.6612466124661247,0.6297797276714259,0.03878613633644679,0.6,1.0,634.0,188.71400000000003,6.382049177876692e-05,2.369578404610252e-06,0.299252421996437,2.4930819107812843,3,0.4968675226667515,none,1.0,0.4968675226667515,440,exploratory,97
KHDRBS2,-0.009325239201983502,0.009325239201983502,absolute_coefficient,1.301280723134295,20.475725765449063,19.08706165896577,0.6192411924119241,0.4410900673622893,0.024075327755756333,0.6,0.65,632.0,152.26300000000003,2.227072924337344e-05,0.0,-0.1619706080123868,2.3190489380587045,3,0.3802370705597971,none,1.0,0.3802370705597971,2300,background,98
CSF3,-0.009323948372930171,0.009323948372930171,absolute_coefficient,4.357643025525719,4.387231823480852,4.066899014191385,0.5907859078590786,0.5907859078590786,0.12309649640738429,0.6,1.0,1705.0,573.6450000000002,0.00019509621034365622,0.0012163835810332624,3.9980755522185873,2.973801017783863,3,0.48927635116084395,none,1.0,0.48927635116084395,477,exploratory,99
HYAL1,-0.009294371167617079,0.009294371167617079,absolute_coefficient,1.8620639590906651,30.893339238278433,28.8891723810351,0.6666666666666666,0.564596900121173,0.031377930735842725,1.0,1.0,975.0,193.23499999999999,3.1603601790535016e-05,0.0,0.7844211533980229,4.220428338270464,3,0.517702680165499,none,1.0,0.517702680165499,292,exploratory,100
